gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
male,group A,bachelor's degree,standard,completed,76,80,71
female,group E,some college,standard,completed,83,80,69
female,group A,bachelor's degree,free/reduced,none,78,83,70
male,group B,associate's degree,standard,completed,71,78,66
male,group C,some high school,free/reduced,completed,100,100,98
female,group A,high school,standard,none,59,61,37
female,group D,high school,standard,completed,56,57,36
female,group C,associate's degree,free/reduced,completed,67,66,58
female,group D,bachelor's degree,standard,completed,69,67,62
male,group D,bachelor's degree,standard,none,72,66,43
female,group D,associate's degree,standard,none,55,51,50
male,group A,some high school,standard,completed,99,99,74
male,group E,master's degree,standard,completed,64,71,59
male,group C,master's degree,standard,completed,55,56,31
female,group B,some college,free/reduced,none,73,78,41
female,group E,bachelor's degree,free/reduced,none,86,77,70
female,group A,bachelor's degree,free/reduced,completed,94,100,97
female,group D,associate's degree,free/reduced,completed,34,37,28
male,group B,associate's degree,free/reduced,none,81,86,85
female,group C,master's degree,standard,completed,96,86,59
female,group E,bachelor's degree,standard,completed,61,59,39
male,group E,bachelor's degree,free/reduced,none,66,60,55
female,group B,high school,standard,completed,55,58,50
male,group A,some college,standard,completed,61,63,44
male,group C,some college,standard,none,54,58,50
male,group B,master's degree,standard,completed,84,82,61
male,group D,some high school,standard,none,68,72,57
male,group C,bachelor's degree,free/reduced,none,24,24,22
male,group E,high school,free/reduced,none,60,65,68
male,group B,bachelor's degree,standard,completed,59,62,39
male,group E,associate's degree,free/reduced,completed,82,78,69
female,group E,master's degree,free/reduced,completed,68,69,63
female,group E,some high school,free/reduced,completed,68,61,74
female,group A,some college,free/reduced,none,79,84,80
female,group E,bachelor's degree,standard,none,85,88,76
male,group D,some high school,free/reduced,none,74,77,40
female,group D,master's degree,standard,completed,60,64,54
male,group C,some college,free/reduced,none,47,48,49
female,group E,bachelor's degree,free/reduced,none,91,83,58
female,group E,high school,standard,completed,100,100,71
female,group B,master's degree,standard,completed,71,67,73
male,group A,bachelor's degree,free/reduced,none,74,69,69
female,group C,some college,free/reduced,completed,92,95,59
male,group E,some college,standard,completed,44,41,34
male,group B,high school,free/reduced,completed,84,84,67
female,group A,master's degree,standard,none,75,78,77
female,group C,master's degree,standard,none,58,61,64
female,group C,some high school,standard,none,62,67,54
male,group E,bachelor's degree,free/reduced,none,50,47,28
female,group C,some high school,standard,none,86,84,63
male,group B,some college,standard,none,54,55,25
male,group C,some college,free/reduced,none,76,69,42
female,group D,high school,standard,none,45,40,60
female,group B,high school,free/reduced,completed,90,85,66
male,group A,master's degree,free/reduced,completed,66,55,45
male,group A,some high school,standard,none,86,83,66
male,group E,some college,free/reduced,completed,66,66,53
female,group E,bachelor's degree,free/reduced,completed,60,60,52
male,group D,associate's degree,free/reduced,none,49,46,28
female,group A,bachelor's degree,standard,none,85,80,81
male,group A,high school,standard,none,64,63,44
male,group A,bachelor's degree,standard,completed,74,71,40
female,group A,some college,free/reduced,completed,59,47,28
male,group C,some high school,standard,none,69,64,53
female,group B,master's degree,standard,none,73,74,68
female,group B,some high school,free/reduced,completed,43,42,42
male,group D,associate's degree,standard,none,59,59,60
female,group C,master's degree,free/reduced,none,93,96,63
female,group A,associate's degree,standard,completed,57,58,59
male,group A,associate's degree,free/reduced,completed,83,83,71
female,group E,some college,free/reduced,none,74,71,54
female,group E,some college,free/reduced,completed,77,73,52
female,group D,high school,free/reduced,completed,79,79,53
male,group A,high school,standard,none,70,64,58
female,group D,associate's degree,free/reduced,none,61,64,50
male,group C,some high school,free/reduced,none,58,53,26
male,group B,high school,free/reduced,none,65,71,51
female,group A,some college,free/reduced,none,88,87,65
female,group C,high school,free/reduced,none,49,54,53
female,group A,associate's degree,free/reduced,none,65,59,53
male,group E,master's degree,standard,completed,47,55,36
female,group D,some high school,free/reduced,none,61,55,38
female,group E,some high school,standard,completed,68,67,56
female,group B,bachelor's degree,free/reduced,none,90,83,62
female,group E,high school,free/reduced,none,92,92,59
female,group A,some high school,standard,none,43,42,37
male,group E,some college,free/reduced,none,47,35,32
male,group A,master's degree,free/reduced,none,67,67,51
female,group B,some college,standard,none,81,83,66
female,group E,high school,standard,completed,45,40,39
female,group D,associate's degree,standard,none,64,62,37
female,group D,bachelor's degree,standard,none,85,83,58
male,group D,bachelor's degree,free/reduced,none,87,95,87
female,group E,master's degree,standard,completed,65,65,63
male,group E,some high school,standard,completed,39,36,50
male,group E,some high school,standard,none,85,79,73
female,group A,some high school,free/reduced,none,56,47,48
male,group B,bachelor's degree,standard,none,78,77,61
male,group D,associate's degree,free/reduced,none,56,56,29
male,group A,some high school,free/reduced,none,71,64,60
male,group D,some college,free/reduced,completed,74,66,55
female,group A,some high school,free/reduced,none,89,91,55
female,group E,associate's degree,standard,completed,48,52,45
male,group D,master's degree,standard,completed,56,54,55
female,group E,master's degree,free/reduced,none,94,96,67
female,group D,bachelor's degree,standard,completed,73,72,54
female,group C,associate's degree,standard,none,57,69,54
female,group A,some college,standard,completed,80,79,54
female,group C,associate's degree,standard,none,55,61,44
male,group A,some college,free/reduced,none,72,74,60
female,group B,some college,standard,none,59,56,54
female,group D,associate's degree,standard,none,88,90,71
female,group B,high school,free/reduced,completed,57,56,50
female,group B,associate's degree,standard,completed,30,24,19
male,group A,some college,standard,completed,63,63,51
male,group C,some high school,standard,none,59,56,49
male,group E,master's degree,free/reduced,none,66,65,27
male,group A,master's degree,standard,completed,78,77,55
female,group E,bachelor's degree,standard,none,52,50,52
male,group B,master's degree,free/reduced,none,58,53,24
female,group E,high school,standard,completed,69,75,61
female,group C,some college,free/reduced,none,60,59,61
female,group A,associate's degree,free/reduced,completed,70,71,67
female,group C,associate's degree,free/reduced,none,78,77,70
female,group C,high school,standard,none,70,67,72
male,group A,master's degree,standard,completed,86,86,81
male,group C,some college,standard,completed,55,62,42
male,group D,master's degree,standard,completed,61,53,52
male,group D,bachelor's degree,standard,completed,92,86,57
female,group D,master's degree,free/reduced,completed,58,56,55
male,group E,bachelor's degree,free/reduced,none,100,100,79
female,group C,associate's degree,free/reduced,completed,84,94,81
male,group A,some college,free/reduced,none,57,55,47
female,group A,some high school,standard,none,78,80,73
female,group E,bachelor's degree,free/reduced,completed,74,72,59
male,group A,master's degree,free/reduced,completed,48,35,30
female,group D,master's degree,standard,none,93,90,76
female,group C,associate's degree,free/reduced,completed,82,76,47
male,group A,high school,standard,completed,92,93,72
female,group A,some high school,standard,none,85,83,62
male,group B,high school,standard,none,75,71,44
male,group B,master's degree,free/reduced,completed,86,85,61
male,group B,high school,free/reduced,none,49,46,25
female,group C,some high school,free/reduced,none,99,100,64
female,group D,some high school,free/reduced,none,81,83,59
female,group D,some college,free/reduced,none,40,48,40
male,group D,high school,free/reduced,none,47,50,23
female,group C,some college,standard,none,74,76,59
male,group C,master's degree,standard,none,56,58,47
male,group B,master's degree,free/reduced,none,77,80,61
female,group A,master's degree,free/reduced,none,55,46,48
male,group E,associate's degree,standard,none,50,52,71
female,group E,high school,standard,completed,61,53,62
female,group A,bachelor's degree,standard,completed,100,100,73
female,group B,some high school,free/reduced,completed,53,47,30
female,group A,bachelor's degree,free/reduced,none,88,89,66
female,group A,master's degree,free/reduced,none,58,51,48
male,group E,high school,standard,none,68,70,55
male,group B,some college,free/reduced,none,71,79,60
male,group C,bachelor's degree,free/reduced,none,69,67,55
female,group E,master's degree,free/reduced,completed,70,71,57
female,group C,bachelor's degree,free/reduced,none,75,71,61
female,group B,bachelor's degree,free/reduced,completed,47,40,44
male,group A,some high school,free/reduced,completed,68,67,57
female,group D,bachelor's degree,standard,completed,69,65,42
male,group D,master's degree,free/reduced,none,78,75,70
male,group B,some high school,standard,completed,65,61,61
female,group D,master's degree,standard,none,77,70,57
female,group C,associate's degree,standard,none,60,59,50
male,group D,associate's degree,free/reduced,completed,61,51,40
female,group B,associate's degree,free/reduced,completed,74,76,52
male,group B,bachelor's degree,free/reduced,completed,54,45,33
female,group C,high school,free/reduced,none,61,58,41
female,group D,master's degree,standard,none,62,67,66
male,group D,associate's degree,free/reduced,completed,63,66,50
female,group A,high school,standard,none,70,69,47
